phi1 phi2 r1 r2
65.0 65.0 1.7 1.7
122.5 76.5 2.24 2.24
180.0 180.0 2.3 2.3
168.5 145.5 2.12 1.76
99.5 168.5 1.76 1.88
145.5 122.5 2.0 2.12
76.5 99.5 1.88 2.0
122.5 122.5 2.0 2.0
65.0 122.5 2.0 2.0
122.5 65.0 2.0 2.0
180.0 122.5 2.0 2.0
122.5 180.0 2.0 2.0
122.5 122.5 1.7 2.0
122.5 122.5 2.0 1.7
122.5 122.5 2.3 2.0
122.5 122.5 2.0 2.3
93.75 136.87695652173912 2.15 2.15
156.90323488492322 81.48562805204035 2.1645402136605303 2.0672574336334533
106.34340856598537 142.1233550060883 2.042118062250728 1.7967857107309977
140.47790278850644 76.16664671620205 2.2860566529142017 1.7721179367279012
130.15916723375614 171.8690627212646 1.8736436557683205 1.7028172857155282
96.05091691709896 133.0848220962615 2.2078452034826768 2.2286619182666967
148.40424217925866 134.7352196247113 2.0708092573993047 2.054523656748904
107.2696150555081 76.52609204091462 2.2208756344209286 2.1843913752350064
145.20430891162482 163.41738437515028 2.0126219637224776 1.834354812836228
83.93982799725997 135.60608493607805 1.9389326373296552 1.9942752851705399
67.8380537650031 168.11719869963937 1.7123905996794366 2.198629073141714
156.7753858999448 173.9476179062263 1.7153976308327188 1.866577223776839
80.18783222969262 81.65749232448837 2.1491981719103284 2.2771618271283374
76.53380336053225 97.39896216170412 2.225903147189954 2.264826622823899
104.93185456220525 138.53933938585322 2.0067913895278737 2.2765007948377995
74.32665984861963 148.44335188421655 1.753761820543163 2.2163307042972757
80.1205219184797 143.57735358798325 2.1731273073839112 1.8556535386072128
107.6480719100572 73.84999140346277 2.0873421466736017 2.1088355063623028
86.52005255134716 117.73945560338736 2.11977323255031 1.7963232934911535
159.38821888065118 110.81993974126286 1.7199827759280175 1.8111393951417103
76.45571697544621 91.76557486709154 1.7408444443848319 1.7072217337385924
178.88967517950283 178.78212438770962 2.0975027429196054 2.032812685196851
171.3711948746171 178.33151417897918 1.8496520246338704 1.7350138153883532
108.59154304890428 116.66853959908987 2.2655501598187584 2.1197450361348507
113.01093310154137 176.2963872568277 1.9440400075014488 1.8490480790497823
128.30810046045048 143.74469698496515 1.85 1.85
127.52297619023096 107.85809302941448 1.7145879198260947 1.7694219399962559
139.42761519781413 145.09547953066675 1.7583457553794548 1.8366557009227165
122.81288753171226 176.35293718384418 2.2712856183772523 2.2447253566125958
141.02851382343144 69.55578509664454 2.238837414328241 1.9173134353636336
134.8336780113272 107.31167176175975 1.7580823719070244 2.2995667963533024
158.50119427345797 103.58228951272848 2.013197764177989 2.0538168338081304
172.6206892249307 143.7674604486093 2.0486491578032378 1.982372542350844
113.72623064737937 110.97839610107306 1.939496687152864 2.092052696668182
101.91994385496994 145.87001209372983 1.7175141409093482 1.8143401489640407
107.91983491065132 76.50161700597884 1.7972721564252998 1.8197576852720685
151.36748961848582 166.01283696869933 2.0006379037008517 2.1090439670416163
65.44394042368003 147.75631815186313 2.2584912303787843 1.7008300099993994
163.75940884666875 173.678079348145 2.10541348858656 1.8764459974298997
159.0738301619214 113.83624532666819 1.7705153857421825 1.850238927712144
111.95483445907064 105.47266765700444 1.8731419745910167 1.9418156014425727
113.9211984158313 163.7088284429402 2.136732895021707 1.7296093680730638
84.88940574118298 149.32825044642348 2.1423671478285007 1.806203468940497
134.02447983509882 121.5676066464596 1.8899255359354856 2.1390465112597354
154.6056348297109 81.27324584651853 2.0407076008865044 1.940856769583312
71.82906662066577 85.16778799425305 1.7578705164184305 2.154418485942625
124.4924996043492 148.44095642167127 1.7257545143652993 1.8789124157978383
110.45182300667874 158.74793046114604 1.807877174500125 2.23366874528952
90.31194398980423 101.39758572716472 2.1408882647783365 1.8183556845804425
170.9976926901458 121.62156176945169 1.7073026941659553 1.7586058204686343
119.72001252358059 68.52602055745756 1.8725267013683369 1.8462067251687395
138.5565579408303 86.31508750262903 2.266310514410492 1.8591819947222283
67.79136103153704 176.4586752475338 2.1942306032139016 2.034830741994357
66.30583977890214 163.78530356067674 1.8115385617132984 2.083677664684406
154.06760981168318 69.93421189629419 1.7721664069876817 1.7102362917554583
99.0342308627267 155.09061423420266 1.8216776247121969 1.8576799737946932
137.54565796712743 132.06717556391072 2.083034063466169 2.1750568527082224
110.11667810752785 96.8147189740568 2.0803921527835443 1.889930126016252
113.99027458199949 115.08612716105736 1.9917632517975887 1.8582606118702767
147.8305730380472 107.25966205897163 2.1896904513598208 2.036270353225868
140.09497250870294 157.12361122936002 2.0762964268771147 2.0406156493021057
172.89945575085568 130.12583463874796 1.70279290210231 1.7376133172141843
82.39147587201978 176.75275375310437 2.2732795599834685 2.1162482139435284
130.96512090118378 167.08559610864177 2.001263348434468 2.1804791594405786
119.43251305165148 178.04386264515156 1.8921957719064988 2.198618668397226
98.84060887491422 136.43113742794407 1.732240128412241 2.229846558391481
159.69924769276682 170.0276135822089 2.099522838985904 1.86278366075508
174.16718850496136 112.5847252837006 2.18618124892594 2.159954630363695
98.02256198192786 96.96884365147858 2.2664194798568595 2.009674220444656
116.11507986551105 76.6273614148015 2.2748403067960608 2.232369890741112
88.14567806249953 67.8968832684082 2.0865339067578916 1.7793834049118376
70.6924705900228 94.33233531141352 1.9379660672756387 2.0942262061498536
121.31376492192317 76.95862891749334 2.201387622550085 2.0645272158744765
178.09490749697625 142.95792150612994 1.7097516732064215 1.9845108873581732
175.00257203914788 108.05760814617012 2.240220470962535 1.725418428254866
90.50976350864956 128.36430657133093 1.9428641773742887 2.173921701865475
153.612567085882 171.16328743498013 1.9945798313242848 1.8865582282064537
80.92023675690041 132.42189197487107 2.2083846130002405 1.9101627244069124
127.88984056272922 115.04132844937791 1.7118149856342222 2.1618734124067007
177.5862556850946 179.83055643646077 1.818111232799188 2.24924458931108
100.10570613818822 77.24696108367195 1.9298398157382617 1.7321177721243908
104.85989822005476 178.74517028142594 2.2254153621409536 2.0830177370004064
112.7394043056563 156.87961386094068 1.7918581381014336 2.2758173834175457
117.46558772557863 111.0540166838254 2.162646408089113 2.0686077799877784
160.2752564095529 86.70420426032938 1.7864351246545054 1.7657418152250135
153.53522418694138 112.83463118242464 1.9123424661078716 1.8531587102552152
157.92567413713402 87.54008674228498 1.7658098372677749 1.75647346165131
152.62154881670392 87.04827264101225 1.9118449763129652 1.8245076404404208
84.03774547156938 161.8088100315848 1.981630613087092 1.8924487496269675
73.34900765297459 155.7393575181145 2.186589038960092 2.201928308371518
66.80989756210319 165.54251911939147 2.1945598818219367 2.2934528452141123
104.16953404670048 165.60687162302398 2.007445089214904 2.0597488078243966
85.15668474975537 135.11394349191895 1.8708678230185725 2.069358331465786
170.55581095420806 104.95786183332243 2.2220598741766535 2.0136945697543087
172.76914736115467 141.58441223675786 1.767650905942195 2.1313273491628544
150.885888257566 171.13514342273584 2.0004969140009727 2.04716598807026
171.69160412222598 116.58907613203749 1.7888232075666572 1.736227689215358
148.90530904906558 126.19062705478329 2.049133365580742 1.8786337685333727
175.88412201084515 82.42089089771217 1.7453664038390506 1.7683364628868181
147.91999196973632 108.1926846830678 2.2251197659017907 2.1327188677585416
119.74965838634668 131.3876616724429 1.8608655589475236 1.9771120652971619
85.77597147717293 95.81869848800831 2.290133250902732 2.161548271419653
92.45496668863044 74.56394875793255 2.154694464614534 1.768971289782269
110.26742077128664 122.18161065239784 1.9452064384728112 1.8905022195120111
150.09281029003012 107.05277830948059 1.8755425081685604 2.200505753933742
127.74732632595081 112.66037290127993 1.810102680242803 1.8384643647715369
146.46143070920863 112.0374738331806 1.7612117188182843 1.7689546099929392
70.27279083676231 90.84939276515644 1.956919194604719 1.88686963732532
148.82898505649362 112.68407715511208 2.025312172455481 2.1341738566393147
98.88477782477287 127.12562255041195 2.276963669363997 1.716954009783054
104.05986774304152 139.1909313607409 2.271329488856067 1.8541852754916208
136.74467340591815 90.01850418220442 2.0507977183336377 1.778669737380287
170.34585445162398 106.70968750130314 2.2969411444117784 2.248035295074294
127.42274390657356 111.72133714420366 2.043390209575175 1.9726005452969089
144.04545647643647 132.2875465351968 1.7094056696299482 1.953566044298629
142.2141678044463 113.17262904961771 2.0387582657844328 2.0030680631706432
126.46852810066608 96.62573608057863 2.2943235163527125 2.2355838818283926
161.3961101122019 65.1038778349437 2.2260091353338294 1.836277290139594
128.7443777373566 129.30013106218632 1.85 1.85
78.59715480462462 173.94048691082267 2.1502059122210118 1.9615047278829865
166.96857039745703 175.5811415945094 2.052493114839034 1.7267057762891722
85.81979222490641 158.18343775298513 1.9153169472756768 2.0941633771400863
143.5670627790414 129.3506114237752 2.220548510804988 1.8523500001935131
68.03477314703538 108.46729450803082 2.2800426463060908 1.7593075711261426
